esm.rowID.w1,esm.IDnum.w1,esm.startDateTime.w1,esm.endDateTime.w1,esm.PRO01.w1,esm.PRO02.w1,esm.PRO03.w1,esm.PRO04.w1,esm.PRO05.w1,esm.PRO06.w1,esm.PRO07.w1,esm.PRO08.w1,esm.PRO09.w1,esm.OR.w1,esm.NQ11.w1,esm.NQ12.w1,esm.EXT.w1,esm.AGR.w1,esm.CON.w1,esm.NEU.w1,esm.NQ01.w1,esm.BFI37.w1,esm.BFI21.w1,esm.BFI23.w1,esm.BFI09.w1,esm.NQ09.w1,esm.NQ07.w1,esm.BFI04.w1,esm.NQ33.w1,esm.BFI36.w1,esm.BFI32.w1,esm.BFI13.w1,esm.BFI19.w1,esm.BH01.w1,esm.BH02.w1,esm.ACT12.w1,esm.BH03.w1,esm.BH04.w1,esm.BH05.w1,esm.BH06.w1,esm.BH07.w1,esm.ACT13.w1,esm.ACT18.w1,esm.BH08.w1,esm.ACT06.w1,esm.ACT39.w1,esm.ST01.w1,esm.ST02.w1,esm.ST03.w1,esm.ST04.w1,esm.AGQ13.w1,esm.ST06.w1,esm.ST07.w1,esm.ERQ02.w1,esm.ST09.w1,esm.ST10.w1,esm.ST11.w1,esm.ST12.w1,esm.ST13.w1,esm.ST14.w1,esm.ST15.w1,esm.ST16.w1,esm.ST17.w1,esm.ST18.w1,esm.ST19.w1,esm.ST20.w1,esm.ST21.w1,esm.ST22.w1,esm.ST23.w1,esm.ST24.w1,esm.ERQ02.d.w1,esm.ERQ05.d.w1,esm.ERQ06.d.w1,esm.ERQ08.d.w1,esm.i1.NOM20.d.w1,esm.CESD01.w1,esm.CESD02.w1,esm.CESD03.w1,esm.CESD04.w1,esm.CESD05.w1,esm.CESD06.w1,esm.CESD07.w1,esm.CESD08.w1,esm.CESD09.w1,esm.CESD10.w1
R_cHDE2wov2jNKc73,10270,(09/26/13 14:40:39),(09/26/13 14:47:03),51,1,1,7,1,4,0,384,NA,I was studying in my room Inbetween classes,5,1,2.5,4,5,1,5,1,3,1,5,4,4,1,2,2,3,5,1,1,1,0,0,0,0,0,0,0,0,4,3,1,4,4,0,1,5,2,3,3,4,0,0,1,1,NA,NA,4,5,3,4,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_86OJkZ9FKaRAE2p,10270,(09/26/13 15:01:45),(09/26/13 15:07:52),51,2,2,7,2,4,0,367,NA,I was showing a pre-frosh around my floor,4,1,4.5,5,5,1.33333333333333,5,1,1,1,4,4,5,1,1,4,5,5,1,0,0,0,0,0,0,1,0,0,0,3,3,1,1,4,0,1,2,5,4,2,4,0,0,4,1,NA,NA,3,4,4,4,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_b7rWisGDeEwfllP,10270,(09/26/13 18:03:15),(09/26/13 18:09:13),51,3,3,7,3,4,0,358,NA,Entertaining prefrosh and chilling with friends,4,1,4.5,4.5,3.5,1,5,1,1,3,5,4,4,1,1,4,4,4,1,1,0,0,0,0,0,1,0,0,0,4,3,2,3,4,0,1,3,5,4,3,4,0,0,4,1,NA,NA,3,5,4,4,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_0cVuheOv4aMPdhH,10270,(09/26/13 21:09:42),(09/26/13 21:17:26),51,4,4,7,4,4,0,464,NA,Hanging out in my room with some friends,4,1,4.5,4.5,4.5,1.33333333333333,4,1,1,1,4,3,4,1,1,4,4,4,1,1,0,0,0,0,0,0,0,0,0,2,2,1,4,4,0,1,2,4,4,3,4,0,0,4,1,NA,NA,4,4,3,3,4,0,0,0,0,3,1,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_bxU5JAQYX0eMGm9,10270,(09/27/13 12:07:04),(09/27/13 12:09:30),51,1,1,8,1,5,0,146,NA,I tried to help my friend get into her room since her key wasn't working then studied,3,2,2,4.5,4.5,2.33333333333333,3,1,4,1,3,3,3,2,3,2,4,4,2,1,1,0,0,0,0,1,0,0,0,4,2,2,3,2,0,1,5,3,2,4,5,0,0,1,1,NA,NA,4,5,3,4,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_2aCQLmG2rZvqXJj,10270,(09/27/13 18:12:13),(09/27/13 18:20:42),51,3,3,8,2,5,0,509,NA,I did some homework then hung out with some friends,5,1,4.5,5,4.5,1,5,1,1,2,5,4,4,1,1,4,5,5,1,1,1,0,0,0,0,0,0,0,0,3,2,1,5,5,0,1,3,5,4,3,5,0,0,4,1,NA,NA,4,5,3,4,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_1YZiVIWsMgH4Fgh,10270,(09/27/13 21:03:15),(09/27/13 21:08:45),51,4,4,8,3,5,0,330,NA,I went to the volleyball game,5,1,5,5,5,1,5,1,1,1,5,5,5,1,1,5,5,5,1,0,0,0,0,0,0,0,0,0,0,1,4,1,4,5,0,1,1,5,5,2,5,0,0,4,1,NA,NA,5,5,3,3,3,0,0,0,0,3,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_6tyZhey8uM5LsP3,10270,(09/28/13 12:25:45),(09/28/13 12:59:20),51,1,1,9,1,6,1,2015,NA,On my floor talking to some people about last night,3,2,3,4.5,2.5,2.33333333333333,4,1,3,5,3,3,3,2,2,3,4,4,2,0,0,0,0,0,0,0,0,0,0,3,3,1,4,4,1,1,1,3,3,3,5,0,0,3,1,NA,NA,4,5,3,4,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_3Q4BpCRZHT9gzxH,10270,(09/28/13 16:35:33),(09/28/13 16:39:02),51,2,2,9,2,6,1,209,NA,Chilling in my room doing some work with a couple friends,3,2,3,4.5,3,2,4,1,3,4,4,3,3,2,1,3,4,4,2,1,1,0,0,0,0,0,0,0,0,3,2,1,4,5,1,1,3,4,3,2,5,0,0,2,1,NA,NA,4,5,3,4,3,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_0xHATtrzXpJ2X9H,10270,(09/28/13 18:28:00),(09/28/13 18:33:50),51,3,3,9,3,6,1,350,NA,Relaxing in my room with some friends,4,1,2.5,4.5,3,1,4,1,4,5,5,3,4,1,1,3,4,5,1,1,0,0,0,0,0,0,0,0,0,3,1,1,5,5,1,1,1,4,3,3,5,0,0,3,1,NA,NA,5,5,3,3,3,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_eLtIF38KprVjJYh,10270,(09/28/13 21:03:58),(09/28/13 21:27:42),51,4,4,9,4,6,1,1424,NA,I was hanging with a friend and helping her study,5,2,5,4.5,5,1.33333333333333,5,1,1,1,4,4,5,1,2,5,4,5,1,0,0,0,0,0,0,1,0,0,0,1,5,2,3,5,0,1,1,5,5,1,5,0,0,1,1,NA,NA,4,5,3,4,5,0,0,0,1,2,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_6nDQN5eLP2dzYDb,10270,(09/29/13 12:18:47),(09/29/13 12:27:54),51,1,1,10,1,7,1,547,NA,I was getting ready for the day,3,2,3,4.5,4,2.33333333333333,4,1,3,3,1,3,4,1,2,3,4,5,1,1,0,0,1,0,0,0,0,0,0,3,1,1,4,4,1,1,3,3,3,3,5,0,0,3,1,NA,NA,4,5,3,3,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_6tbcB2dFpQ1iz3v,10270,(09/29/13 19:10:37),(09/29/13 19:13:50),51,3,3,10,2,7,1,193,NA,I studied for psych,4,2,4,4.5,5,2,5,1,2,1,4,4,4,1,1,4,4,5,3,1,1,0,0,0,0,0,0,0,0,2,2,1,4,5,0,1,5,4,4,2,5,0,0,2,1,NA,NA,4,5,3,4,3,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_e4FwQQ0gYY6dhqt,10270,(09/29/13 23:05:31),(09/29/13 23:11:15),51,4,4,10,3,7,1,344,NA,Studying,3,3,4,4,4,2.66666666666667,3,1,1,1,3,3,3,2,2,3,3,3,3,0,1,0,0,0,0,0,0,0,0,3,2,3,4,3,0,1,5,3,3,3,4,0,0,3,1,NA,NA,4,5,3,4,3,0,0,0,0,2,1,3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_73V6FWRGLlujIxf,10270,(09/30/13 16:26:18),(09/30/13 16:28:28),51,2,2,11,1,1,0,130,NA,I was in my psych class,3,2,3,4.5,3.5,2,4,1,3,3,4,3,3,1,2,3,4,4,3,0,0,0,0,0,0,0,0,0,1,3,2,2,5,3,0,1,5,3,3,3,3,0,0,2,1,NA,NA,4,5,3,4,2,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_3Iur3Vi9lD2BwEt,10270,(09/30/13 18:43:27),(09/30/13 18:45:47),51,3,3,11,2,1,0,140,NA,I was studying chemistry,3,2,2.5,4.5,4.5,2.33333333333333,4,1,3,1,3,3,3,1,1,2,4,4,3,1,1,0,0,0,0,0,0,0,0,4,2,3,4,1,0,1,5,4,3,3,5,0,0,1,1,NA,NA,4,5,3,4,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_5A7TjZ9LYtkLTaR,10270,(09/30/13 23:27:26),(09/30/13 23:34:58),51,4,4,11,3,1,0,452,NA,Studying with friends,4,2,4,4.5,4.5,1.33333333333333,5,1,2,1,5,4,4,1,1,4,4,4,2,0,1,0,0,0,0,0,0,0,0,2,2,1,4,4,0,1,5,4,4,2,4,0,0,3,1,NA,NA,4,5,3,4,3,0,0,0,0,2,1,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_eVfkNfIeQQm8IjX,10270,(10/01/13 14:40:03),(10/01/13 14:42:16),51,1,1,12,1,2,0,133,NA,I was in chemistry lab,3,2,2.5,4.5,4,3.33333333333333,3,1,4,1,2,3,3,1,1,3,4,3,5,0,0,0,0,0,0,0,0,0,1,4,1,4,3,2,0,1,5,4,3,3,3,0,0,3,1,NA,NA,3,4,3,3,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_6WHvC3SylIWhvV3,10270,(10/01/13 15:04:07),(10/01/13 15:06:15),51,2,2,12,2,2,0,128,NA,I finished my chemistry lab,3,2,3,NA,4.5,2.66666666666667,4,NA,3,1,3,3,3,2,1,3,NA,4,3,0,1,0,0,0,0,0,0,0,0,3,NA,3,3,2,0,NA,5,3,3,3,3,0,0,3,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_6rLQveHDKvVH5bf,10270,(10/01/13 18:09:19),(10/01/13 18:13:57),51,3,3,12,3,2,0,278,NA,Relaxing before my chemistry test,3,2,4,4.5,4.5,2.33333333333333,4,1,2,1,3,3,3,1,1,4,4,4,3,0,0,0,0,0,0,0,0,0,0,4,2,2,3,4,0,1,5,5,3,2,4,0,0,3,1,NA,NA,4,5,3,3,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_beYjqXqErfJ1Y2h,10270,(10/02/13 14:04:48),(10/02/13 14:08:01),51,1,1,13,1,3,0,193,NA,I was in my Econ class,4,2,4,4.5,4,1.66666666666667,4,1,2,1,4,4,4,1,1,4,4,3,2,0,0,0,0,0,0,0,0,0,1,3,2,2,4,3,0,1,4,4,3,2,3,0,0,4,1,NA,NA,3,4,3,4,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_8jGSWfgQy5VnYep,10270,(10/02/13 15:02:44),(10/02/13 15:04:51),51,2,2,13,2,3,0,127,NA,I was in my psych class,3,1,2.5,4.5,4,1.66666666666667,4,1,4,2,4,3,3,1,1,3,4,4,2,0,0,0,0,0,0,0,0,0,1,3,2,2,4,3,0,1,4,3,3,4,3,0,0,4,1,NA,NA,3,4,3,3,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_4Z6Wf7udg0aksG9,10270,(10/02/13 18:01:16),(10/02/13 18:12:34),51,3,3,13,3,3,0,678,NA,Studying before my psych exam,3,2,1.5,5,3,2.33333333333333,5,1,5,3,3,3,4,1,1,2,5,3,3,1,1,0,0,0,0,0,0,0,0,3,1,3,4,2,1,1,5,2,3,3,5,0,0,2,1,NA,NA,4,5,3,4,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_0BqtOVBNIPH43ml,10270,(10/03/13 12:14:15),(10/03/13 12:19:46),51,1,1,14,1,4,0,331,NA,Chilling in my room (a triple) and getting ready for the day,4,1,2.5,4.5,2.5,1,4,1,3,5,5,3,4,1,1,2,4,4,1,1,0,0,0,0,0,0,0,0,0,3,1,1,5,5,1,1,1,3,3,4,5,0,0,2,1,NA,NA,4,5,3,3,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_9ZefaopekUbcSRD,10270,(10/03/13 16:11:36),(10/03/13 16:58:50),51,2,2,14,2,4,0,2834,NA,I was in my room on my computer,4,1,2,NA,2.5,1,4,NA,4,5,5,3,4,1,1,2,NA,4,1,1,0,0,1,0,0,0,0,0,0,3,NA,1,3,5,0,0,1,2,2,4,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_3q6nrpdxKosXuEl,10270,(10/03/13 18:01:04),(10/03/13 18:16:02),51,3,3,14,3,4,0,898,NA,I was watching Netflix with some friends,4,2,3.5,4.5,4,1.33333333333333,4,1,3,2,4,3,4,1,1,4,4,4,1,1,0,0,0,0,0,0,0,1,0,3,3,1,4,5,0,1,1,4,4,3,4,0,0,3,1,NA,NA,4,5,3,4,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_6Dtyf6CEjsHLYnH,10270,(10/03/13 21:23:05),(10/03/13 21:29:56),51,4,4,14,4,4,0,411,NA,I was chilling with people in my room,4,2,4,4.5,4,1.33333333333333,4,1,2,2,4,3,4,1,1,4,4,4,1,1,0,0,0,0,0,0,0,0,0,3,2,1,4,4,0,1,1,4,3,2,4,0,0,4,1,NA,NA,4,5,3,3,3,0,0,0,0,2,1,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_73v9fFCzyr4Ibit,10270,(10/04/13 12:06:36),(10/04/13 12:08:20),51,1,1,15,1,5,0,104,NA,I did some homework ,3,2,2.5,4,3,2,3,2,4,3,4,2,3,3,2,3,4,3,1,0,1,0,0,0,0,0,0,0,0,3,2,2,4,3,0,1,3,3,2,3,5,0,0,2,1,NA,NA,4,5,3,4,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_8eJeL2ylJlSripD,10270,(10/04/13 15:13:35),(10/04/13 15:17:18),51,2,2,15,2,5,0,223,NA,I went to go get my chemistry test grade,4,2,4,4.5,4.5,1.66666666666667,4,1,2,1,4,3,4,2,1,4,4,4,1,0,0,0,0,0,0,0,0,0,0,3,2,2,2,3,0,1,3,4,4,3,4,0,0,2,1,NA,NA,4,5,3,4,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_8ps2wLW1444s9Uh,10270,(10/04/13 18:02:04),(10/04/13 18:10:50),51,5,3,15,3,5,0,526,NA,I was hanging with friends in my room,4,1,4.5,4.5,4,1.33333333333333,5,1,1,2,4,4,4,1,1,4,4,4,1,1,0,0,0,0,0,0,0,0,0,3,2,1,4,4,0,1,1,5,4,4,5,0,0,4,1,NA,NA,4,5,3,4,3,0,0,0,0,NA,NA,NA,NA,NA,2,1,4,3,2,3,1,1,1,1
R_4HnKSfCIDv0hnLf,10271,(09/20/13 13:51:40),(09/20/13 15:42:34),5,6,NA,1,0,5,0,6654,NA,PAIRS Study 2-hour initial session,5,1,NA,3.5,4,1.33333333333333,5,1,5,2,5,5,5,1,1,NA,2,4,2,0,1,0,0,1,0,1,0,0,0,NA,5,1,1,4,0,1,3,5,4,1,2,1,0,3,1,"got interviewed, had fun",NA,1,3,3,5,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_38KLO7FTMeDq1Ip,10271,(09/21/13 15:04:30),(09/21/13 15:06:59),5,2,2,2,1,6,1,149,NA,Cycletoberfest with a friend from soccer and met new people!,5,1,5,4.5,5,1.66666666666667,5,1,1,1,4,4,5,1,1,5,4,5,2,0,0,1,0,1,0,0,0,0,0,5,5,2,2,5,0,1,1,5,4,3,5,1,0,3,1,Met new people!,NA,2,5,2,5,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_85PN2e4eL4Aa8Zf,10271,(09/21/13 19:48:55),(09/21/13 19:50:56),5,3,3,2,2,6,1,121,NA,Cycletoberfest-biking around breweries in STL with friends,5,2,4.5,5,5,2.33333333333333,5,1,2,1,3,5,5,1,1,5,5,5,3,0,0,0,0,0,1,0,0,0,0,5,5,4,1,5,0,1,1,5,5,3,4,0,0,4,1,NA,NA,2,5,2,5,5,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_8oe0CxP1vYpC149,10271,(09/22/13 12:10:14),(09/22/13 12:12:15),5,1,1,3,1,7,1,121,NA,Being late to going apple picking; being driven around by someone new ,3,3,4,4.5,2.5,3,5,1,3,2,2,5,4,1,1,5,4,1,4,0,0,0,0,0,0,0,0,0,0,3,2,4,2,5,0,1,1,5,3,3,2,0,0,3,1,NA,NA,3,4,4,4,3,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_eRHvyO98XWgnuN7,10271,(09/25/13 22:18:22),(09/25/13 22:21:09),5,4,4,6,1,3,0,167,NA,Seeing an old best friend I hadn't seen for months and going to trivia (regular activity),4,2,3.5,4,2.5,2.33333333333333,4,2,3,3,3,5,5,1,2,4,4,2,3,0,0,1,0,1,0,0,0,0,0,2,4,3,5,4,0,1,3,5,5,3,5,0,0,3,1,NA,NA,4,4,4,3,5,0,0,0,1,1,5,2,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_3k5g6lNyEBVGjtP,10271,(09/26/13 15:24:03),(09/26/13 15:27:50),5,2,2,7,1,4,0,227,NA,"Hanging out at my boyfriends place, indulging in things that make me happy like smoking and drinking tea. I also contacted a bunch of my friends to invite them to Ranoush later tonight. I feel motivated to clean his place, but I don't really have time because I was doing things that made me relaxed.",4,1,3,5,2.5,1,3,1,5,2,5,5,3,1,1,5,5,1,1,1,0,0,0,1,0,1,0,0,0,2,4,1,3,5,0,0,3,1,5,2,5,0,0,4,1,NA,NA,2,4,4,5,2,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_4SBcPzzj1vK28GF,10272,(09/16/13 15:19:28),(09/16/13 19:06:34),49,6,NA,1,0,1,0,13626,NA,Completing the first survey and getting interviewed.,2,4,1.5,3.5,4,3.66666666666667,2,1,5,1,1,1,3,1,1,2,2,3,5,0,0,0,0,0,0,1,0,0,0,NA,2,5,1,3,1,1,5,3,1,4,3,0,0,2,1,NA,NA,1,4,1,3,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_5avZOx8n4o4a42F,10272,(09/16/13 21:16:07),(09/16/13 21:28:22),49,4,4,1,1,1,0,735,NA,Studying in my room with friends.,4,3,3,3.5,2,2,4,2,3,5,3,2,4,1,2,3,3,3,2,1,1,0,1,1,0,0,0,0,0,2,3,2,3,4,0,1,3,4,3,3,5,0,0,2,1,NA,NA,4,5,3,4,3,0,0,1,1,4,3,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_0pJsVCSHXnaC05v,10272,(09/17/13 12:01:35),(09/17/13 12:02:49),49,1,1,2,1,2,0,74,NA,Studying calc in my dorm. ,3,2,1,NA,3.5,3.33333333333333,3,NA,5,2,2,2,2,2,2,1,NA,3,4,1,1,0,0,0,0,0,0,0,0,3,NA,3,3,4,0,0,5,1,1,3,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_3NSiWIdQZAa3dzL,10272,(09/17/13 15:00:56),(09/17/13 15:04:22),49,2,2,2,2,2,0,206,NA,I had class for half the time and then a math review session.,2,5,2.5,3.5,3.5,4,3,2,4,2,1,1,2,4,3,3,3,3,3,0,1,0,1,0,0,0,0,0,1,2,1,4,3,1,0,1,3,2,1,5,2,0,0,4,1,NA,NA,3,4,2,2,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_79QrwWHqwDgudjD,10272,(09/17/13 19:08:07),(09/17/13 19:09:56),49,3,3,2,3,2,0,109,NA,Eating dinner with friends.,3,2,4,4,3,2,4,1,2,4,4,2,3,2,2,4,3,4,2,0,0,0,0,0,0,1,0,0,0,3,2,1,4,5,0,1,3,5,3,3,3,0,0,3,1,NA,NA,4,5,3,5,3,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_81XmAEO6iBeoCTX,10272,(09/17/13 21:01:42),(09/17/13 21:07:18),49,4,4,2,4,2,0,336,NA,Studying for Calculus in my room and skyping my parents.,3,3,3,4,3,2.33333333333333,3,2,3,4,3,3,4,2,2,3,4,4,2,1,1,0,0,0,0,0,1,0,0,2,3,2,3,4,0,1,5,3,3,3,4,0,0,3,1,NA,NA,4,4,3,5,3,1,0,0,0,3,2,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_9LfYR46j8IChp7T,10272,(09/18/13 12:01:29),(09/18/13 12:08:33),49,1,1,3,1,3,0,424,NA,I had a doctor appointment and went to class.,3,3,1.5,4,2,2.66666666666667,3,2,4,5,3,3,3,2,2,1,4,3,3,1,0,0,0,0,0,0,0,0,1,3,2,3,2,2,1,1,3,2,2,3,2,0,0,3,1,NA,NA,1,4,1,3,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_1UrEowbGXaUXwix,10272,(09/18/13 15:00:54),(09/18/13 15:09:46),49,2,2,3,2,3,0,532,NA,Studying in the library.,2,2,1,3,4,3,3,2,5,2,2,2,2,2,2,1,2,4,3,0,1,1,0,0,0,0,0,0,0,2,2,2,2,3,0,1,5,3,2,3,2,0,0,1,1,NA,NA,4,5,2,3,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_0DkKSqVR5JvQyWx,10272,(09/18/13 18:34:04),(09/18/13 18:36:17),49,3,3,3,3,3,0,133,NA,In class and at the cafe. ,3,3,2,4,3,4,3,2,4,3,2,2,2,3,3,2,4,3,5,0,1,0,0,0,0,0,0,0,1,3,3,4,2,3,0,1,4,3,2,NA,2,0,0,4,1,NA,NA,4,4,2,4,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_6EGJqCkWJGtd3Qp,10272,(09/18/13 21:42:47),(09/18/13 22:56:39),49,4,4,3,4,3,0,4432,NA,Taking a calc test ,2,5,1,3,3.5,4,2,2,5,2,1,2,2,2,3,1,2,3,5,0,1,0,0,0,0,0,0,0,0,2,NA,5,3,1,0,1,4,3,1,5,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4,2,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_bIepmTjbuCyyN8x,10272,(09/19/13 13:12:46),(09/19/13 13:16:03),49,1,1,4,1,4,0,197,NA,Chilling in the dorm.,4,3,3.5,3,4.5,3,2,3,2,1,2,3,3,1,2,3,3,4,4,1,0,0,0,0,0,1,0,0,0,3,3,3,3,5,0,1,3,4,3,3,3,0,0,2,1,NA,NA,4,5,3,5,3,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_6nER8wCGRjlliT3,10272,(09/19/13 21:04:59),(09/19/13 21:06:42),49,4,4,4,2,4,0,103,NA,Studying and facetiming a friend.,2,4,2.5,2.5,2,3.66666666666667,3,3,3,4,2,2,3,4,5,2,2,2,3,1,1,1,1,0,0,0,1,0,0,3,2,5,3,3,0,1,2,2,2,5,3,0,0,2,1,NA,NA,5,5,3,4,2,0,1,1,0,5,3,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_9tBjFIs4NH34A6N,10272,(09/20/13 12:02:28),(09/20/13 12:14:13),49,1,1,5,1,5,0,705,NA,In management class.,2,3,2.5,3.5,2.5,3.33333333333333,3,2,3,4,2,3,3,3,2,2,3,3,3,0,1,0,0,0,0,0,0,0,1,3,2,3,2,3,0,1,4,3,2,3,3,0,0,3,1,NA,NA,2,3,2,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_3HKnEyYLEjvc85v,10272,(09/20/13 15:04:54),(09/20/13 15:06:21),49,2,2,5,2,5,0,87,NA,Sitting in my room,3,2,1,4,1.5,2.66666666666667,2,1,5,5,3,2,3,2,2,1,3,2,3,1,0,0,0,0,0,0,0,0,0,3,3,2,3,4,0,0,2,2,2,4,4,0,0,1,1,NA,NA,4,4,2,4,4,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_6PV8NnnwRmHosSN,10272,(09/20/13 18:02:44),(09/20/13 18:05:27),49,3,3,5,3,5,0,163,NA,Sitting in my room.,3,2,2,NA,1.5,3,2,NA,4,5,2,2,2,3,4,2,NA,2,2,1,0,0,1,0,0,0,0,0,0,2,NA,4,3,3,1,0,2,1,2,4,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_6ySoxhO7UiXOZIF,10272,(09/20/13 22:24:10),(09/20/13 22:25:58),49,4,4,5,4,5,0,108,NA,At balloon glow,3,3,3,4,3,2,2,2,3,3,5,2,4,2,2,3,4,3,3,0,0,0,0,0,0,0,0,0,0,3,2,3,3,3,0,1,2,3,3,3,3,0,0,3,1,NA,NA,4,4,2,4,2,0,0,1,0,3,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_d0eC6JU0TyJ03fD,10272,(09/21/13 12:01:36),(09/21/13 12:03:07),49,1,1,6,1,6,1,91,NA,Chilling in the dorm,4,2,1.5,3.5,2,2.33333333333333,3,2,5,5,3,3,4,2,2,2,3,3,2,1,0,0,1,0,0,0,0,0,0,2,2,2,5,4,1,1,1,3,3,2,4,0,0,1,1,NA,NA,4,5,3,4,2,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
